Time Period,Page,Title,Visits,Views,Average Time Viewed (seconds)
Jan-16,http://www1.nyc.gov/site/finance/taxes/property-real-property-transfer-tax-rptt.page,property-real-property-transfer-tax-rptt,4178,4979,156.29
Jan-16,http://www1.nyc.gov/site/nycha/about/developments/brooklyn.page,NYCHA - Brooklyn,4167,8522,106.04
Jan-16,http://www1.nyc.gov/site/dhs/outreach/hope.page,DHS - HOPE,4155,4639,245.89
Jan-16,http://www1.nyc.gov/site/acs/child-welfare/become-foster-adoptive-parent.page,ACS - Become a Foster or Adoptive Parent,4153,5876,145.22
Jan-16,http://www.nyc.gov/html/doi/html/marshals/list.shtml,NYC Marshals List - Marshals - Department of Investigation,4137,4938,179.41
Jan-16,http://www.nyc.gov/html/dep/html/customer_assistance/index.shtml,Customer Assistance Programs,4119,5210,38.21
Jan-16,http://www1.nyc.gov/site/hpd/owners/homeowner-hdfc.page,HPD - Owners - Homeowner - HDFC,4099,5114,95.19
Jan-16,http://www.nyc.gov/html/doh/html/living/immun-clinics.shtml,Vaccines and Immunizations,4081,5541,209.82
Jan-16,http://www1.nyc.gov/site/doh/data/tools.page,Interactive Tools,4081,6738,25.76
Jan-16,http://www.nyc.gov/html/nypd/html/careers/nypd_application_forms.shtml,NYPD - Application Forms,4077,5132,17.190000000000001
Jan-16,http://www1.nyc.gov/site/em/ready/gather-supplies.page,NYCEM - Get Prepared - Gather Supplies,4072,4828,152.80000000000001
Jan-16,http://www1.nyc.gov/nyc-resources/faq/339/how-do-i-apply-for-the-one-shot-deal-to-avoid-eviction,How do I apply for the One Shot Deal to avoid eviction? | City of New York,4066,7010,55.08
Jan-16,http://www1.nyc.gov/site/media/about/about.page,about,4066,5215,29.96
Jan-16,http://www.nyc.gov/html/doh/html/services/vr-death-general.shtml,Ordering A Death Certificate,4062,5839,207.4
Jan-16,http://www.nyc.gov/html/sbs/wf1/html/land/land.shtml,Workforce1 - Land the Job,4061,4897,99.56
Jan-16,http://www.nyc.gov/html/doc/html/job/job_opp_civil_public.shtml,Civilian Opportunities - Job Opportunities - Department of Correction,4056,5955,47.01
Jan-16,http://www1.nyc.gov/site/finance/taxes/property-due-dates.page,property-due-dates,4032,4756,63.13
Jan-16,http://www.nyc.gov/html/doc/html/visit-an-inmate/deliver-permissible-items.shtml,City of New York Department of Correction,4026,4949,193.92
Jan-16,http://www1.nyc.gov/site/jointheboldest/officer/salary-benefits.page,overview,4023,4708,95.83
Jan-16,http://www.nyc.gov/html/sbs/nycbiz/html/summary/courses.shtml,NYC Business Solutions - Business Courses - Business Courses and Workshops,4020,5802,113.44
Jan-16,http://www1.nyc.gov/site/hpd/developers/opportunities.page,HPD - Developers - Opportunities,4019,5591,34.54
Jan-16,http://www.nyc.gov/html/opa/html/transportation_benefits/commuter-card-program.shtml,Office of Payroll Administration - WageWorks,4012,4678,249.42
Jan-16,http://www.nyc.gov/html/dfta/html/services/services.shtml,Department for the Aging - Senior Services and Programs,4010,5744,46.61
Jan-16,http://www.nyc.gov/html/tlc/html/industry/renew_drivers.shtml,NYC Taxi & Limousine Commission,4008,5970,242.87
Jan-16,http://www1.nyc.gov/nyc-resources/service/2031/missed-garbage-recycling-or-organics-collection,"Missed Garbage, Recycling or Organics Collection | City of New York",3993,4903,67.849999999999994
Jan-16,http://www1.nyc.gov/assets/dsny/zerowaste/how-do-i-get-rid-of-filter.shtml,DSNY - Zero Waste - How to Get Rid of...,3992,9793,99.21
Jan-16,http://www1.nyc.gov/site/doitt/,Department of Information Technology & Telecommunications,3959,5318,75.040000000000006
Jan-16,http://www.nyc.gov/html/nypd/html/towed_vehicles/towed_vehicles.shtml,NYPD - Towed Vehicles,3946,4982,105.44
Jan-16,http://www.nyc.gov/html/cau/html/cb/cb.shtml,CAU - Find Your Community Board,3938,5599,51.4
Jan-16,http://www.nyc.gov/html/dcp/html/zone/zh_resdistricts.shtml,NYC Zoning - Zoning Districts,3937,5328,71.75
Jan-16,http://www1.nyc.gov/site/finance/taxes/property-recording-documents.page,property-recording-documents,3932,5026,41.85
Jan-16,http://www1.nyc.gov/site/olr/health/retiree/health-retiree-responsibilities-assistance.page,health-retiree-responsibilities,3931,6406,47.6
Jan-16,http://www1.nyc.gov/site/em/ready/ready-new-york.page,NYCEM – Ready New York,3926,4896,38.03
Jan-16,http://www.nyc.gov/html/tlc/html/industry/driver_cancel_reschedule_appt_req_form.shtml,NYC Taxi & Limousine Commission - Cancel or Reschedule Driver Application Appointment Request Form,3925,5742,264.32
Jan-16,http://www.nyc.gov/html/dot/html/infrastructure/infrastructure.shtml,NYC DOT - Infrastructure,3924,5102,47.51
Jan-16,http://www.nyc.gov/html/stuffex/html/donate/where_to_donate.shtml,NYC Stuff Exchange - Where to Donate,3914,5080,33.04
Jan-16,http://www1.nyc.gov/site/hpd/renters/tenants-rights.page,HPD - Renters - Tenants' Rights,3912,4904,117.28
Jan-16,http://www.nyc.gov/html/fdny/html/firecode/faq.shtml,New York City Fire Code Frequently Asked Questions,3897,4668,242.91
Jan-16,http://www.nyc.gov/html/nypd/html/careers/civilian_application_process.shtml,NYPD - Civillian Application Forms,3894,4958,212.9
Jan-16,http://www1.nyc.gov/site/hpd/about/contact-us.page,HPD - About - Contact Us,3891,5142,154.5
Jan-16,http://www1.nyc.gov/site/buildings/homeowner/homeowner-faqs.page,Buildings - Homeowner FAQs,3881,4737,121.59
Jan-16,http://www.nyc.gov/html/mopd/html/resources/trans_aar.shtml,Mayor's Office for People with Disabilities - Access-A-Ride,3872,5092,185.91
Jan-16,http://www1.nyc.gov/nyc-resources/categories/transportation/getting-around/,Getting Around | City of New York,3865,4732,35.72
Jan-16,http://www.nyc.gov/html/dob/html/codes_and_reference_materials/2008_cons_codes_table_of_contents.shtml,2008 Construction Codes,3863,7947,193.06
Jan-16,http://www1.nyc.gov/site/buildings/business/service-updates.page,Buildings - Service Updates,3852,6112,123.2
Jan-16,http://www.nyc.gov/html/dot/html/motorist/traffic_rules.shtml,NYC DOT - Highway & Traffic Rules,3848,5040,101.59
Jan-16,http://www.nyc.gov/html/tlc/html/news/news.shtml,NYC Taxi & Limousine Commission - TLC News,3847,5475,32.299999999999997
Jan-16,http://www.nyc.gov/html/nypd/html/careers/applicant_training.shtml,NYPD - Application Process,3844,4411,142.77000000000001
Jan-16,http://www1.nyc.gov/nyc-resources/faq/309/can-i-double-park-when-asp-is-in-effect,Can I double park when ASP is in effect? | City of New York,3844,4203,23.74
Jan-16,http://www.nyc.gov/html/nypd/html/precincts/precinct_075.shtml,NYPD - Precincts,3833,4527,107.25
Jan-16,http://www.nyc.gov/html/nypd/html/record_inquiries/public_inquiry.shtml,NYPD - Record Inquiries,3821,4652,136.30000000000001
Jan-16,http://www.nyc.gov/html/dycd/html/jobs/WLG_application.shtml,"DYCD - Jobs & Internships - Work, Learn & Grow Employment Program (WLG)",3802,4814,113.11
Jan-16,http://www1.nyc.gov/site/acs/about/about.page,ACS - About,3784,5032,53.4
Jan-16,http://www1.nyc.gov/site/finance/benefits/landlords-sche.page,Senior Citizen Homeowners' Exemption (SCHE),3777,4966,111.39
Jan-16,http://www1.nyc.gov/nyc-resources/service/1050/child-care-financial-assistance,Child Care Financial Assistance | City of New York,3756,6161,62
Jan-16,http://www.nyc.gov/html/doh/html/environmental/food-service-grading.shtml,Letter Grading for Restaurants,3744,5852,45.89
Jan-16,http://www1.nyc.gov/site/dca/about/paid-sick-leave-what-employees-need-to-know.page,paid-sick-leave-what-employees-need-to-know,3738,4487,189.9
Jan-16,http://www1.nyc.gov/nyc-resources/service/1086/arrested-person-location,Arrested Person Location | City of New York,3733,7858,37.47
Jan-16,http://www1.nyc.gov/nyc-resources/service/2178/parking-signs-and-locator,Parking Signs and Locator | City of New York,3720,5068,149.97999999999999
Jan-16,http://www.nyc.gov/html/dep/html/noise/index.shtml,Noise Codes & Complaints,3707,4318,199.11
Jan-16,http://www1.nyc.gov/site/buildings/homeowner/certificate-of-occupancy.page,Buildings - Certificate of Occupancy,3690,5268,165.9
Jan-16,http://www1.nyc.gov/site/hra/help/child-support-services.page,HRA - Child Support Services,3682,5097,86.83
Jan-16,http://www.nyc.gov/html/dob/html/development/boilers_closing_outstanding_violations.shtml,Department of Buildings,3669,4938,241.43
Jan-16,http://www.nyc.gov/html/tlc/html/faq/faq_licensing_main.shtml,NYC Taxi & Limousine Commission - FAQ | Licensing,3657,5417,37.72
Jan-16,http://www1.nyc.gov/assets/finance/jump/water_bill.html,NYCServ - Water Charges,3652,4510,219.87
Jan-16,http://www.nyc.gov/html/doc/html/visit-an-inmate/visit-inmate-schedule-february-2016.shtml,City of New York Department of Correction,3646,4266,116.76
Jan-16,http://www1.nyc.gov/assets/dsny/zerowaste/residents/curbside-setout-for-residents.shtml,DSNY - Zero Waste - Curbside Setout For Residents,3635,4336,78.28
Jan-16,http://www.nyc.gov/html/ocdv/html/help/fjc.shtml,Mayor's Office to Combat Domestic Violence - Get Help - NYC Family Justice Centers,3632,4609,262.41000000000003
Jan-16,http://www1.nyc.gov/site/nycha/about/developments/manhattan.page,NYCHA - Manhattan,3630,8407,97.76
Jan-16,http://www.nyc.gov/html/dcas/html/business/auto.shtml,DCAS - Doing Business with the City - Auto Auction,3629,5082,137.81
Jan-16,http://www1.nyc.gov/nyc-resources/service/2425/seized-vehicle-auction,Seized Vehicle Auction | City of New York,3625,5087,48.93
Jan-16,http://www.nyc.gov/html/dob/html/safety/ecb_violation.shtml,Department of Buildings,3623,6025,94.02
Jan-16,http://www.nyc.gov/html/dcp/html/zone/zonehis2.shtml,NYC Zoning - Zoning Districts,3623,5744,32.25
Jan-16,http://www1.nyc.gov/site/ddc/projects/projects.page,DDC Projects,3622,5917,55.11
Jan-16,http://www1.nyc.gov/site/doh/about/employment/job-search.page,Job Search,3616,9067,22.5
Jan-16,http://www.nyc.gov/html/tlc/html/faq/faq_pass.shtml,NYC Taxi & Limousine Commission - FAQs - Passenger,3612,4098,195.02
Jan-16,http://www1.nyc.gov/site/olr/labor/labor-updates.page,Contracts,3597,4889,29.74
Jan-16,http://www1.nyc.gov/site/dca/about/paid-sick-leave-what-employers-need-to-know.page,paid-sick-leave-what-employers-need-to-know,3590,4422,164.67
Jan-16,http://www.nyc.gov/html/dot/html/infrastructure/bridges.shtml,NYC DOT - Bridges,3587,4843,78.19
Jan-16,http://www.nyc.gov/html/doc/html/job/job_opp_civil_maint.shtml,Civilian Opportunities - Job Opportunities - Department of Correction,3585,5414,43.16
Jan-16,http://www1.nyc.gov/site/buildings/renter/tenant-rights.page,Buildings - Tenant Rights,3584,4663,31.03
Jan-16,http://www1.nyc.gov/site/hra/help/hradocs.page,hradocs,3581,4194,202.76
Jan-16,http://www1.nyc.gov/site/acs/child-welfare/child-safety.page,ACS - Child Safety,3580,4753,54.83
Jan-16,http://www1.nyc.gov/site/planning/zoning/access-text.page,Access the Text,3580,7762,232.01
Jan-16,http://www1.nyc.gov/site/finance/vehicles/services-redeem-a-towed-vehicle.page,Redeem a Towed Vehicle,3576,4317,97.55
Jan-16,http://www1.nyc.gov/site/planning/,Department of City Planning,3566,6010,71.83
Jan-16,http://www.nyc.gov/html/tlc/html/industry/fhv_veh_owners.shtml,NYC Taxi & Limousine Commission - Vehicle Owners,3564,5316,153.6
Jan-16,http://www.nyc.gov/html/fdny/html/units/index.shtml,FDNY - Units,3559,5527,36.090000000000003
Jan-16,http://www1.nyc.gov/assets/finance/jump/ecb.html,NYCServ ECB Payments,3541,4507,263.88
Jan-16,http://www.nyc.gov/html/dycd/html/afterschool/afterschool.shtml,DYCD - After School,3523,4845,66.680000000000007
Jan-16,http://www.nyc.gov/html/tlc/html/industry/veh_fhv_appointment_request_form.shtml,NYC Taxi & Limousine Commission - Vehicle Appointment Request,3519,6500,356.52
Jan-16,http://www.nyc.gov/html/doi/html/fingerprint/fingerprint.shtml,Fingerprint Unit - Department of Investigation,3516,4798,228.27
Jan-16,http://www1.nyc.gov/site/buildings/safety/safety.page,Buildings - Safety,3515,4696,28.48
Jan-16,http://www1.nyc.gov/nyc-resources/service/3032/property-tax-bills-account-history-and-payment-options,"Property Tax Bills, Account History, and Payment Options | City of New York",3507,4625,113.45
Jan-16,http://www.nyc.gov/html/omb/html/home/home.shtml,Office of Management and Budget,3506,4887,40.200000000000003
Jan-16,http://www1.nyc.gov/html/onenyc/,#OneNYC: The Plan for a Strong and Just City,3496,4340,159.47999999999999
Jan-16,http://www1.nyc.gov/site/hra/help/types-training-education.page,HRA - Types of Training/Education,3490,4480,144.86000000000001
Jan-16,http://www.nyc.gov/html/dep/html/job_opportunities/careers.shtml,Careers at DEP,3471,4533,25.82
Jan-16,http://www1.nyc.gov/site/dca/consumers/check-license.page,DCA - Consumers - Check License,3460,6306,100.94
Jan-16,http://www1.nyc.gov/nyc-resources/resident-toolkit.page,Resident Toolkit | City of New York,3438,4212,67.650000000000006
Jan-16,http://www.nyc.gov/html/tlc/html/industry/yellow_taxi.shtml,NYC Taxi & Limousine Commission - Yellow Taxi,3427,5071,54.6
Jan-16,http://www.nyc.gov/html/dcla/html/funding/funding.shtml,Funding for Cultural Organizations - NYC Department of Cultural Affairs,3424,4392,34.950000000000003
Jan-16,http://www1.nyc.gov/site/nycha/residents/programs.page,NYCHA - Programs,3417,4635,30.46
Jan-16,http://www.nyc.gov/html/dob/html/codes_and_reference_materials/nycecc_main.shtml,Department of Buildings,3413,6784,168.28
Jan-16,http://www1.nyc.gov/nycbusiness/startabusiness/default,"Business | City of New York, Start a Business | NYC Business",3412,3945,66.930000000000007
Jan-16,http://www.nyc.gov/html/dcp/html/zone/zonedex.shtml,Zoning Maps - New York City Department of City Planning,3407,7147,104.89
Jan-16,http://www1.nyc.gov/booker/download_311_app,311 Booker: download 311 app,3406,3641,71.819999999999993
Jan-16,http://www1.nyc.gov/office-of-the-mayor/news/025-16/mayor-de-blasio-signs-paid-parental-leave-personnel-order-nyc-workers,Mayor de Blasio Signs Paid Parental Leave Personnel Order for NYC Workers | City of New York,3392,3780,292.41000000000003
Jan-16,http://www.nyc.gov/html/dot/html/pedestrians/pedestrians.shtml,NYC DOT - Pedestrians,3383,4112,46.32
Jan-16,http://www.nyc.gov/html/dcp/html/bytes/applbyte.shtml,BYTES of the BIG APPLE - New York City Department of City Planning,3382,5038,148.31
Jan-16,http://www1.nyc.gov/site/finance/vehicles/dispute-person.page,Request an In-Person Hearing,3377,4936,68.58
Jan-16,http://www1.nyc.gov/site/dhs/about/contact.page,DHS - Contact DHS,3367,4466,162.26
Jan-16,http://www1.nyc.gov/site/finance/about/contact-by-email/contact-general-correspondence.page,Contact Us - General Correspondence,3365,4435,146.80000000000001
Jan-16,http://www1.nyc.gov/site/finance/taxes/business-forms/business-forms-general-corp-tax.page,Current General Corporation Tax (GCT) Forms,3357,4283,199.58
Jan-16,http://www1.nyc.gov/jobs/why-work-for-nyc.page,Jobs | Why Work for NYC | City of New York,3324,4753,72.16
Jan-16,http://www1.nyc.gov/site/mome/production-in-nyc/filming-now-in-nyc.page,filming-now-in-nyc,3314,4317,108.45
Jan-16,http://www.nyc.gov/html/dob/html/development/general_contractor_guide.shtml,Department of Buildings,3307,4548,172.56
Jan-16,http://www1.nyc.gov/site/hpd/renters/tenants-rights-responsibilities.page,HPD - Tenants Rights - Rights and Responsibilities,3307,3960,209.2
Jan-16,http://www1.nyc.gov/site/nycha/section-8/where-you-can-rent.page,NYCHA - Where You Can Rent,3295,4618,142.12
Jan-16,http://www1.nyc.gov/site/hpd/owners/compliance-clear-violations.page,HPD - Owners - Compliance - Clear Violations,3292,5430,111.62
Jan-16,http://www1.nyc.gov/site/olr/health/summaryofplans/summaryofplanshome.page,summaryofplanshome,3291,6802,130.87
Jan-16,http://www1.nyc.gov/site/olr/fsa/fsahome.page,fsahome,3288,4451,46.89
Jan-16,http://www1.nyc.gov/site/buildings/industry/skilled-trades.page,Skilled Trades,3276,4969,18.829999999999998
Jan-16,http://www.nyc.gov/html/dob/html/bis/cofo1form.shtml,NYC Department of Buildings - C of O Questions Form,3275,3999,224.15
Jan-16,http://www1.nyc.gov/office-of-the-mayor/news/086-16/mayor-de-blasio-urges-new-yorkers-stay-off-roads-storm-worsens-saturday/,Mayor de Blasio Urges New Yorkers to Stay Off Roads as Storm Worsens Saturday | City of New York,3268,3625,140.08000000000001
Jan-16,http://www.nyc.gov/html/ocme/html/home/home.shtml,NYC Office of Chief Medical Examiner,3260,4623,58.55
Jan-16,http://www1.nyc.gov/site/dca/partners/gender-pricing-study.page,gender-pricing-study,3259,3606,262.94
Jan-16,http://www.nyc.gov/html/dcas/html/employees/learning_ctc_home.shtml,DCAS - For City Employees ~ Citywide Learning & Development,3246,4981,54.64
Jan-16,http://www1.nyc.gov/site/finance/taxes/property-forms/property-forms-assessments-and-valuations.page,Assessment and Valuation Forms,3246,4725,45.92
Jan-16,http://www1.nyc.gov/site/hra/about/careers.page,HRA - Careers,3243,4270,34.22
Jan-16,http://www.nyc.gov/html/doc/html/job/job_opp_civil_exec.shtml,Civilian Opportunities - Job Opportunities - Department of Correction,3232,4374,35.56
Jan-16,http://www.nyc.gov/html/doc/html/job/aiu_unit.shtml,Applicant Investigation Unit (AIU) - Department of Correction,3230,8578,101.45
Jan-16,http://www.nyc.gov/html/dycd/html/jobs/internship.shtml,DYCD - Jobs & Internships - Young Adult Internship Program,3227,4206,80.33
Jan-16,http://www1.nyc.gov/site/buildings/codes/nyc-code.page,Buildings - NYC Codes,3225,4550,18.98
Jan-16,http://www.nyc.gov/html/oath/html/ecb/online.shtml,OATH - ECB - Respond To Your Ticket,3219,5305,80.91
Jan-16,http://www1.nyc.gov/nyc-resources/faq/338/how-do-i-apply-for-public-assistance,How do I apply for public assistance? | City of New York,3212,4466,53.61
Jan-16,http://www1.nyc.gov/site/finance/vehicles/dispute-appeal-hearing.page,Appeal a Hearing Decision,3198,4012,55.77
Jan-16,http://www.nyc.gov/html/doh/html/environmental/pigeons.shtml,Pigeon-Related Diseases,3197,3500,298.14999999999998
Jan-16,http://www1.nyc.gov/assets/finance/jump/digitaxmaps.html,Digital Tax Maps,3194,3605,324.8
Jan-16,http://www1.nyc.gov/site/buildings/about/contact-us.page,Contact Us,3193,3897,180.86
Jan-16,http://www1.nyc.gov/office-of-the-mayor/state-of-our-city.page,State of the City Address 2016,3025,3620,150.54
Jan-16,http://www1.nyc.gov/booker/service/nyc-resources/service/3032/property-tax-bills-account-history-and-payment-options,"311 Booker: Property Tax Bills, Account History, and Payment Options",3180,4693,111.47
Jan-16,http://www1.nyc.gov/site/ddc/contracts/work-with-ddc.page,Work With DDC,3178,5265,101.39
Jan-16,http://www1.nyc.gov/site/nycha/residents/mynycha.page,NYCHA - MyNYCHA,3177,4635,79.599999999999994
Jan-16,http://www.nyc.gov/html/doh/html/career/career-home.shtml,Career Opportunities,3176,4533,26.76
Jan-16,http://www1.nyc.gov/site/hpd/owners/homeowner-mitchell-lama-shareholders.page,HPD - Owners - Homeowner - Mitchell Lama,3163,5538,131.53
Jan-16,http://www.nyc.gov/html/tlc/html/passenger/shl_passenger.shtml,NYC Taxi & Limousine Commission - Boro Taxis,3143,4181,114.76
Jan-16,http://www1.nyc.gov/nyc-resources/service/2920/food-cart-vendor-license-or-permit,Food Cart Vendor License or Permit | City of New York,3143,4270,109.19
Jan-16,http://www1.nyc.gov/nyc-resources/faq/374/how-do-i-find-someone-who-was-recently-arrested,How do I find someone who was recently arrested? | City of New York,3134,5487,32.49
Jan-16,http://www1.nyc.gov/site/finance/sheriff-courts/sheriff.page,Sheriff,3124,4736,72.900000000000006
Jan-16,http://www1.nyc.gov/site/finance/taxes/property-refunds-and-credits.page,property-refunds-and-credits,3120,4476,35.229999999999997
Jan-16,http://www.nyc.gov/html/cau/html/cb/brooklyn.shtml,CAU - Find Your Community Board - Brooklyn Community Boards,3117,4246,208.12
Jan-16,http://www1.nyc.gov/nyc-resources/faq/334/how-do-i-apply-for-pre-kindergarten,How do I apply for Pre-Kindergarten? | City of New York,3115,4274,96.79
Jan-16,http://www1.nyc.gov/site/finance/taxes/calculating-your-property-taxes.page,calculating-your-property-taxes,3112,4192,34.15
Jan-16,http://www.nyc.gov/html/records/html/photos/photos.shtml,Department of Records - NYC Building Photos,3107,4724,73.17
Jan-16,http://www1.nyc.gov/nyc-resources/service/2146/nycha-section-8-or-public-housing-application,NYCHA Section 8 or Public Housing Application | City of New York,3106,4252,79.66
Jan-16,http://www1.nyc.gov/nyc-resources/service/1279/building-violation-status,Building Violation Status | City of New York,3103,4747,82.62
Jan-16,http://www1.nyc.gov/nycbusiness/index,"Business | City of New York, Business Regulations",3101,4112,165.66
Jan-16,http://www1.nyc.gov/nyc-resources/service/2011/mattress-or-box-spring-disposal,Mattress or Box Spring Disposal | City of New York,3100,4241,59.99
Jan-16,http://www1.nyc.gov/site/olr/nyceira/nyceirahome.page,nyceirahome,3098,4060,105.72
Jan-16,http://www.nyc.gov/html/doc/html/about/about_doc.shtml,About - Department of Correction,3092,4101,37.11
Jan-16,http://www.nyc.gov/html/doi/html/opportunities/opportunities.shtml,Job Opportunities - Department of Investigation,3077,4434,38.270000000000003
Jan-16,http://www1.nyc.gov/site/doh/business/health-academy/food-protection-online-free.page,Food Protection Online Free,3075,4520,141.15
Jan-16,http://www1.nyc.gov/site/dhs/shelter/singleadults/single-adults.page,DHS - Single Adults,3071,4711,20.420000000000002
Jan-16,http://www1.nyc.gov/site/doh/business/food-operators.page,Food Operators,3063,4796,51.14
Jan-16,http://www1.nyc.gov/site/hpd/owners/heat-hot-water.page,Heat and Hot Water Infomation,3059,3599,202.61
Jan-16,http://www1.nyc.gov/nyc-resources/service/3582/speed-camera-violations,Speed Camera Violations | City of New York,3056,3969,48.54
Jan-16,http://www1.nyc.gov/site/media/,NYC Media,3051,4383,112.74
Jan-16,http://www.nyc.gov/html/dot/html/contact/customer-service.shtml,NYC DOT - Customer Service,3047,4355,106.99
Jan-16,http://www.nyc.gov/html/dob/html/development/permits_howto.shtml,Department of Buildings - How to Get a Permit,3046,4168,122.62
Jan-16,http://www1.nyc.gov/site/finance/taxes/business-nys-sales-tax.page,Business NYS Sales Tax,3040,3502,143.19999999999999
Jan-16,http://www1.nyc.gov/site/ddc/jobs/jobs.page,Jobs,3035,3972,161.34
Jan-16,http://www.nyc.gov/html/taxcomm/html/forms/forms.shtml,Tax Commission - Forms and Instuctions,3035,5798,59.37
Jan-16,http://www.nyc.gov/html/id/html/how/social_security_card.shtml,ID= - How Do I Get an ID? - Social Security Card,3030,4023,93.83
Jan-16,http://www1.nyc.gov/site/finance/about/contact-us-visit-manhattan.page,contact-us-visit Manhattan Business Center,3021,3879,85.87
Jan-16,http://www1.nyc.gov/nyc-resources/service/2807/become-a-school-safety-agent,Become a School Safety Agent | City of New York,3020,4794,38.31
Jan-16,http://www1.nyc.gov/site/olr/about/about-contact-olr.page,Contact OLR,3014,3964,169.43
Jan-16,http://www.nyc.gov/html/dot/html/motorist/parkway-restrictions.shtml,NYC DOT - Parkway Truck Restrictions,3012,3695,194.28
Jan-16,http://www.nyc.gov/html/fdny/html/general/phonenum.shtml,FDNY - Important Phone Numbers,3012,3669,178.47
Jan-16,http://www1.nyc.gov/nyc-resources/faq/476/how-do-i-throw-out-a-mattress,How do I throw out a mattress? | City of New York,3011,3883,44.48
Jan-16,http://www1.nyc.gov/site/doh/health/health-topics/health-insurance.page,Health Insurance,3007,3796,131.86000000000001
Jan-16,http://www1.nyc.gov/home/terms-of-use.page,Terms of Use | City of New York,2996,3347,151.77000000000001
Jan-16,http://www1.nyc.gov/nyc-resources/service/3501/new-years-holiday-information,New Year's Holiday Information | City of New York,2988,3310,151.5
Jan-16,http://www1.nyc.gov/nyc-resources/service/4700/idnyc-municipal-id-card,IDNYC Municipal ID Card | City of New York,2987,3781,46.02
Jan-16,http://www.nyc.gov/html/nypd/html/administration/headquarters_co.shtml,NYPD - Administration,2985,3557,96.38
Jan-16,http://www1.nyc.gov/assets/dsny/zerowaste/residents/specially-handled-items.shtml,DSNY - Zero Waste - Specially Handled Items,2975,3703,79.680000000000007
Jan-16,http://www.nyc.gov/html/fhnyc/html/opportunities/opportunities.shtml,Fair Housing NYC - Affordable Housing Opportunities,2972,4519,72.28
Jan-16,http://www1.nyc.gov/apps/311missedcollection/form.htm,NYC.gov - 311 Service Request Create,2968,18187,76.709999999999994
Jan-16,http://www1.nyc.gov/site/finance/benefits/benefits-for-tenants.page,The NYC Rent Freeze Program for tenants,2961,4039,37.25
Jan-16,http://www.nyc.gov/html/stuffex/html/donate/zipcode.shtml,NYC Stuff Exchange - Zip Code Search - Where to Donate,2956,4497,106.22
Jan-16,http://www1.nyc.gov/minibooker/service/nyc-resources/service/1813/heat-or-hot-water-complaint,311 MiniBooker: Heat or Hot Water Complaint,2956,3961,32.64
Jan-16,http://www1.nyc.gov/site/acs/early-care/enrolling.page,ACS - Enrolling,2956,5384,135.78
Jan-16,http://www1.nyc.gov/site/hra/help/hiv-aids-services.page,HRA - HIV/AIDS Services,2952,3883,170.42
Jan-16,http://www.nyc.gov/html/dcp/html/neigh_info/nhmap.shtml,Community District Information - New York City Department of City Planning,2948,5498,77.03
Jan-16,http://www.nyc.gov/html/records/html/archives/holdings.shtml,Department of Records - Municipal Archives - List of Holdings,2947,7662,40.96
Jan-16,http://www.nyc.gov/html/dob/html/bis/glossary.shtml,Department of Buildings - BIS Glossary,2946,4276,188.48
Jan-16,http://www.nyc.gov/html/doc/html/inmate-information/send-money-inmate-account.shtml,City of New York Department of Correction,2939,4077,126.51
Jan-16,http://www.nyc.gov/html/charter/html/misc/nyc_administrative_code.shtml,New York City Charter Revision Commission,2939,5203,153.97999999999999
Jan-16,http://www1.nyc.gov/site/ddc/steam/hs-summer-internship.page,hs-summer-internship,2923,3604,268.72000000000003
Jan-16,http://www.nyc.gov/html/fdny/html/units/training/proby_manual.shtml,FDNY,2920,5571,217.64
Jan-16,http://www.nyc.gov/html/recovery/html/home/home.shtml,NYC Recovery,2906,4188,113.65
Jan-16,http://www1.nyc.gov/nyc-resources/service/1614/environmental-control-board-violations,Environmental Control Board Violations | City of New York,2905,4241,95.9
Jan-16,http://www1.nyc.gov/nyc-resources/faq/500/what-are-alternate-side-parking-asp-and-street-cleaning-rules,"What are alternate side parking, ASP, and street cleaning rules? | City of New York",2905,3255,56.75
Jan-16,http://www1.nyc.gov/site/finance/taxes/definitions-of-property-assessment-terms.page,definitions-of-property-assessment-terms,2899,3341,108.63
Jan-16,http://www.nyc.gov/html/fdny/html/c_of_f/cof_app_info.shtml,FDNY C of F,2898,4023,102.9
Jan-16,http://www1.nyc.gov/nyc-resources/service/2271/property-tax-exemptions-and-abatements,Property Tax Exemptions and Abatements | City of New York,2891,4163,55.06
Jan-16,http://www.nyc.gov/html/nypd/html/careers/school_crossing_guard.shtml,NYPD - School Crossing Guard Part-time Jobs Available Now!,2880,4458,118.99
Jan-16,http://www.nyc.gov/html/tlc/html/licenses/driver_education.shtml,NYC Taxi & Limousine Commission - Driver Education,2874,3700,295.52
Jan-16,http://www.nyc.gov/html/hia/html/home/home.shtml,Office of Citywide Health Insurance Access,2873,3834,72.13
Jan-16,http://www.nyc.gov/html/doc/html/press/current-news.shtml,City of New York Department of Correction,2871,4512,121.25
Jan-16,http://www.nyc.gov/html/records/html/about/about.shtml,Department of Records - About Records,2863,3909,32.659999999999997
Jan-16,http://www1.nyc.gov/site/hpd/developers/tax-incentives-421a.page,HPD - Developers - Tax Incentives - 421a,2849,4084,229.8
Jan-16,http://www1.nyc.gov/booker/service/nyc-resources/service/1813/heat-or-hot-water-complaint,311 Booker: Heat or Hot Water Complaint,2844,3548,27.77
